Unnamed: 0	year	title	abstract	Targeted organisms	Technical target	Methods	Topics	_title_key	microbial_related_auto	microbial_related_manual
4793	2013	Characterization of Vomeronasal Type-1 Receptor (V1R) Repertoire Diversity in Mouse Lemurs (Genus Microcebus)						characterization of vomeronasal type-1 receptor (v1r) repertoire diversity in mouse lemurs (genus microcebus)	no	
2003	2018	Cross-domain similarity assessment for workflow improvement to handle Big Data challenge in workflow management						cross-domain similarity assessment for workflow improvement to handle big data challenge in workflow management	no	
2227	2017	Reproducibility: A Primer on Semantics and Implications for Research						reproducibility: a primer on semantics and implications for research	no	
6657	2022	Mapping the cell-membrane proteome of the SKBR3/HER2+ cell line to the cancer hallmarks						mapping the cell-membrane proteome of the skbr3/her2+ cell line to the cancer hallmarks	no	
10342	2023	A reappraisal of transcriptional regulation by NR5A1 and beta-catenin in adrenocortical carcinoma						a reappraisal of transcriptional regulation by nr5a1 and beta-catenin in adrenocortical carcinoma	no	
2517	2016	The Glycome Analytics Platform: an integrative framework for glycobioinformatics						the glycome analytics platform: an integrative framework for glycobioinformatics	no	
8892	2017	Science Gateways Incubator: Software Sustainability Meets Community Needs						science gateways incubator: software sustainability meets community needs	no	
5136	2019	Towards Reproducible Bioinformatics: The OpenBio-C Scientific Workflow Environment						towards reproducible bioinformatics: the openbio-c scientific workflow environment	no	
1245	2021	Science Gateway Integration Examples with the Custos Security Service						science gateway integration examples with the custos security service	no	
2935	2015	Ab initio calculations of phonon properties and spectra in condensed matter						ab initio calculations of phonon properties and spectra in condensed matter	no	
2508	2016	Gene conversion events and variable degree of homogenization of rDNA loci in cultivars of Brassica napus						gene conversion events and variable degree of homogenization of rdna loci in cultivars of brassica napus	no	
2960	2025	Detection of invasive Aedes vittatus mosquitoes in Jamaica: molecular identification and surveillance implications	Aedes vittatus, an emerging invasive mosquito of significant public health concern has slowly made its way onto the global radar. With a known geographical range in Africa and Asia, where it is a competent vector for several arboviruses, this mosquito has now been reported in the Americas. As the spread of this mosquito has been partly linked to transcontinental trade and travel, Jamaica, the largest English-speaking country in the Caribbean, which serves as a central hub for trade and transport throughout the region, has been on alert since its identification in neighboring Dominican Republic and Cuba. BG sentinel traps baited with dry ice and a Prokopack aspirator were used to collect adult mosquitoes whereas disposable plastic pipettes were utilized for the collection of immature stages. Larvae were reared to adults, and all mosquitoes were identified using taxonomic keys. Using a genome skimming approach, the mitochondrial genome from two specimens was sequenced and a section of the cytochrome c oxidase subunit I gene was extracted from each mitochondrial genome and used for phylogenetic analysis. Through ongoing surveillance efforts from January 2023 to October 2024, we report the detection of Ae. vittatus across six locations in four parishes in Jamaica. Both larvae and adults were collected from rural and urban areas in the country. Additionally, we present the first complete annotated mitochondrial genomes from two specimens of this invasive mosquito species. Phylogenetic analysis using the cytochrome c oxidase subunit I gene extracted from the derived mitochondrial genomes of Jamaican Ae. vittatus and available sequences from the GenBank database revealed clustering with specimens from Cuba, Nepal, and India. This study is the first confirmed report of Ae. vittatus in Jamaica. Furthermore, it highlights the benefits of routine surveillance and the power of molecular approaches to identify invasive species and their potential origins.	Virus	Community (taxonomy) profiling	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease	detection of invasive aedes vittatus mosquitoes in jamaica: molecular identification and surveillance implications	yes	
10526	2021	Overview of Some Computational Techniques for Bioinformatics Applications						overview of some computational techniques for bioinformatics applications	no	
55	2025	Escherichia coli Strains Originating from Raw Sheep Milk, with Special Reference to Their Genomic Characterization, Such as Virulence Factors (VFs) and Antimicrobial Resistance (AMR) Genes, Using Whole-Genome Sequencing (WGS)	Simple Summary Mastitis in farm animals constitutes a significant problem for livestock farms with an impact on their sustainability, affecting production costs and milk quality. The main causative agents of the disease are pathogenic bacteria (e.g., staphylococci, streptococci, Escherichia coli, etc.), originating from the environment, milking parlor, equipment, personnel, etc. These colonize the udder and cause infection after invasion. The result of this infection is reduced milk production and milk of low quality. The aim of this work was to molecularly characterize the Escherichia coli strains isolated from raw sheep milk and determine their virulence and antimicrobial resistance potential. The isolated strains were characterized at the molecular level, gaining insights into their genetic capacity and background. The results of this study will enhance the currently available knowledge, as there is not much literature available in this area.	Bacteria, Pathogen	Isolate, AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease	escherichia coli strains originating from raw sheep milk, with special reference to their genomic characterization, such as virulence factors (vfs) and antimicrobial resistance (amr) genes, using whole-genome sequencing (wgs)	yes	
9631	2013	Identification and amplification of microsatellite loci in deep-sea tubeworms of the genus Escarpia (Polychaeta, Siboglinidae)						identification and amplification of microsatellite loci in deep-sea tubeworms of the genus escarpia (polychaeta, siboglinidae)	no	
2804	2016	Galaxy Portal: interacting with the galaxy platform through mobile devices						galaxy portal: interacting with the galaxy platform through mobile devices	no	
